,,,A,C,D,E,F,H,I,M,Cluster,CON21,C. elegans,Fly/CON21,Fly,,Fly Gene Name,Fly Gene Description,DBD Family,Mosquito,Human,Mouse,Honeybee,Zebrafish,Silkworm
LOC124202790,XP_046455169.1,ER membrane protein complex subunit 6-like isoform X1,303,1422,4017,1666,2194,626,611,638,,g19319,F33D4.7.1,FBgn0039259,FBpp0084172,FBgn0039259,EMC6,ER membrane protein complex subunit 6,,XP_001650857.1,ENSP00000380322.1,ENSMUSP00000104120.2,XP_623875.1,,XP_004922095.2
LOC124202796,XP_046455172.1,pre-mRNA-processing factor 39-like isoform X1,7212,20887,28830,8812,11512,3778,7098,5773,,g18491,,FBgn0039600,,,CG1646,0,,,,,,,
LOC124202797,XP_046455176.1,serine/threonine-protein kinase greatwall-like,1620,1438,1291,162,261,166,188,1008,,g18488,,FBgn0260399,FBpp0303770,FBgn0260399,gwl,greatwall,,XP_001655595.2,ENSP00000343446.5,ENSMUSP00000028119.7,XP_006562165.1,,XP_037866975.1
LOC124202798,XP_046455177.1,alkaline phosphatase-like,1,0,2,4,239,6,8,14,,g18487,,,,,,,,,,,,,
LOC124202799,XP_046455178.1,epidermal retinol dehydrogenase 2-like,31,1179,1509,761,1386,654,444,2534,,g18492,T02E1.5a.1,,,,,,,,ENSP00000307607.3,ENSMUSP00000046298.4,XP_006566552.1,,XP_004931746.1
LOC124202800,XP_046455180.1,estradiol 17-beta-dehydrogenase 11-like isoform X2,161,799,1396,964,1287,511,400,1130,,g18494,,FBgn0032910,,,CG9265,0,,,,,,,
LOC124202801,XP_046455184.1,uncharacterized protein LOC124202801,13,304,3181,1936,1553,1716,1692,753,,g18489,,FBgn0051660,,,smog,smog,,,,,XP_016768842.1,,XP_004932005.1
LOC124202802,XP_046455210.1,polypyrimidine tract-binding protein 3-like isoform X2,6733,29143,43038,15911,17419,10048,11820,4918,,g1673,,FBgn0011224,,,heph,hephaestus,,,,,,,
LOC124202803,XP_046455185.1,alkaline phosphatase-like,0,0,1,1,495,384,149,440,,g18486,,FBgn0043791,FBpp0081538,FBgn0043791,phu,phurba tashi,,XP_021695477.1,ENSP00000363965.1,ENSMUSP00000030551.5,,,NP_001036856.2
LOC124202804,XP_046455186.1,neuropeptide-like protein 32,0,0,82,77,82,120,98,186,,g18485,,,,,,,,,,,,,
LOC124202805,XP_046455188.1,apolipoprotein D-like,0,0,53,233,404,141,99,17,,g18482,,FBgn0033799,,,GLaz,Glial Lazarillo,,,,,,,
LOC124202807,XP_046455189.1,ionotropic receptor 93a-like,2,32,113,77,249,55,61,21,,,,,,,,,,,,,,,
LOC124202808,XP_046455190.1,uncharacterized protein LOC124202808,102,1365,3917,1858,4335,1119,1342,760,,g18480,,FBgn0035574,FBpp0073201,FBgn0035574,RhoGEF64C,Rho guanine nucleotide exchange factor at 64C,,XP_021696156.1,,,XP_006571744.2,,XP_037869603.1
LOC124202810,XP_046455192.1,neuralized-like protein 4,883,3948,8659,3855,5681,1746,1861,1314,,g18473,,FBgn0283503,FBpp0401556,FBgn0283503,Neurl4,Neuralized E3 ubiquitin protein ligase 4,,XP_021710661.1,ENSP00000459978.1,ENSMUSP00000135277.2,XP_026298305.1,,XP_037866494.1
LOC124202811,XP_046455193.1,pyridoxine-5'-phosphate oxidase-like isoform X1,170,845,2206,1314,1960,900,855,657,,g18472,F57B9.1.2,FBgn0051472,FBpp0081245,FBgn0051472,sgll,sugarlethal,,XP_001662205.1,ENSP00000493302.2,ENSMUSP00000018803.6,XP_392591.2,,NP_001037442.1
LOC124202812,XP_046455196.1,DNA-directed RNA polymerase III subunit RPC7-like isoform X1,605,1800,2331,470,657,317,373,672,,,,,,,,,,,,,,,
LOC124202813,XP_046455198.1,2'%2C5'-phosphodiesterase 12-like,325,1056,2706,959,1259,431,397,282,,g18470,,FBgn0051759,,,CG31759,0,,,,,,,
LOC124202814,XP_046455201.1,DNA-directed RNA polymerase III subunit RPC7-like isoform X2,659,1588,2377,483,806,427,494,811,,g18471,Y47G6A.9.1,FBgn0053051,,,CG33051,0,,,,,,,
LOC124202816,XP_046455203.1,DNA-directed RNA polymerase II subunit RPB1-like,1,0,119,108,1213,196,401,161,,g18466,,FBgn0029697,,,CG15570,0,,,,,,,
LOC124202817,XP_046455204.1,uncharacterized protein LOC124202817,59,97,265,130,121,87,53,86,,g18467,,FBgn0040528,,,CG15864,0,,,ENSP00000483954.1,ENSMUSP00000068729.7,,,
LOC124202819,XP_046455209.1,sodium/hydrogen exchanger 3-like isoform X3,1192,4480,7112,3326,10163,5070,5610,5153,,g18465,,FBgn0040297,,,Nhe2,Na[+]/H[+] hydrogen exchanger 2,,,,,,,
LOC124202820,XP_046455212.1,kelch-like protein 3,205,471,1381,811,1487,1467,740,702,,g18463,,FBgn0034396,,,CG15097,0,,,,,,,
LOC124202821,XP_046455213.1,tRNA (uracil-5-)-methyltransferase homolog A-like,1575,2995,4538,1113,1382,559,1188,1351,,g18464,H24K24.4b.1,FBgn0036838,FBpp0074808,FBgn0036838,CG3808,0,,XP_001649776.1,ENSP00000385807.3,ENSMUSP00000111303.3,XP_396538.2,,XP_004932252.1
LOC124202822,XP_046455215.1,clathrin interactor 1-like isoform X2,2374,6595,14648,6079,10450,3463,4361,3580,,g18462,,FBgn0261279,FBpp0288789,FBgn0261279,lqfR,liquid facets-Related,,,ENSP00000429824.1,ENSMUSP00000104884.4,,,
LOC124202823,XP_046455220.1,nucleolysin TIAR-like isoform X4,461,3580,5727,2503,3949,911,1334,865,,g18459,,FBgn0085383,,,CG34354,0,,XP_021708900.1,ENSP00000404023.2,ENSMUSP00000093424.3,XP_395357.3,,XP_012546707.1
LOC124202824,XP_046455223.1,uncharacterized protein LOC124202824,305,685,1103,347,480,182,171,206,,,,,FBpp0074239,FBgn0030874,Spt7,Spt7,,,ENSP00000385218.2,ENSMUSP00000144294.2,XP_006564168.1,,XP_004927245.1
LOC124202826,XP_046455224.1,altered inheritance of mitochondria protein 3-like,14,5,6,2,11,3,3,52,,g18455,,FBgn0040273,,,Spt5,Spt5,,,,,,,
LOC124202827,XP_046455234.1,calcium-activated potassium channel slowpoke-like isoform X7,33,134,3080,6807,18089,4134,4930,730,,g18456,,FBgn0003429,,,slo,slowpoke,,,,,,,XP_037868891.1
LOC124202828,XP_046455244.1,paraplegin-like,618,1185,3685,2207,3430,1308,1080,719,,g18458,Y38F2AR.7.2,FBgn0024992,FBpp0070479,FBgn0024992,Spg7,Paraplegin,,XP_001664033.2,ENSP00000494160.1,ENSMUSP00000119552.3,XP_006557483.1,,XP_004933193.1
LOC124202829,XP_046455250.1,RNA-binding motif%2C single-stranded-interacting protein 2-like isoform X3,258,986,7314,6806,7102,3843,4004,2051,,g18457,,FBgn0052423,,,shep,alan shepard,,,,,XP_006564014.1,,
LOC124202830,XP_046455255.1,nucleosome assembly protein 1-like 1-B,82,223,394,70,142,76,126,281,,,,,,,,,,,,,,,
LOC124202834,XP_046455257.1,SET domain-containing protein SmydA-8-like,3,12,579,1237,2829,606,447,180,,g18447,,FBgn0030257,,,SmydA-4,"SET and MYND domain containing, arthropod-specific, member 4",,XP_001660316.1,,,,,XP_012550660.3
LOC124202835,XP_046455258.1,sulfotransferase 1A3-like,0,91,6386,2719,32517,2070,2596,1155,,g18448,,FBgn0037665,,,St2,Sulfotransferase 2,,,,,,,
LOC124202836,XP_046455259.1,probable G-protein coupled receptor B0563.6,0,0,64,109,274,53,53,13,,g18449,,FBgn0053639,FBpp0304653,FBgn0053639,CG33639,0,,XP_021694636.1,,,XP_026300440.1,,
LOC124202837,XP_046455260.1,phosphoinositide 3-kinase regulatory subunit 4-like,816,1835,5007,2467,4689,1511,1383,1053,,g18450,ZK930.1a.1,FBgn0260935,FBpp0081466,FBgn0260935,Vps15,Vacuolar protein sorting 15,,XP_001662654.2,ENSP00000349205.3,ENSMUSP00000067400.7,XP_026295530.1,,XP_004925342.2
LOC124202838,XP_046455262.1,anoctamin-1-like isoform X1,708,1534,5249,3562,9895,2629,2398,2041,,g18453,,FBgn0038721,FBpp0291654,FBgn0038721,subdued,subdued,,,ENSP00000435797.1,,,,
LOC124202839,XP_046455265.1,uncharacterized protein LOC124202839,731,1420,2171,1029,1037,661,717,406,,g18451,K09D9.3.1,FBgn0266418,,,wake,wide awake,,,,,,,
LOC124202840,XP_046455266.1,uncharacterized protein LOC124202840,105,506,703,86,64,84,41,35,,g18452,F58H7.1.1,,,,,,,XP_001662426.2,,,XP_026298171.1,,XP_004922885.1
LOC124202841,XP_046455267.1,26S proteasome non-ATPase regulatory subunit 9-like,187,392,690,267,297,115,130,164,,g18454,,FBgn0038166,,,CG9588,0,,,,,,,
LOC124202844,XP_046455271.1,WD40 repeat-containing protein HOS15-like isoform X2,1432,723,1011,172,287,158,94,822,,g18438,,FBgn0263933,,,ebi,ebi,,,,,,,
LOC124202845,XP_046455272.1,uncharacterized protein LOC124202845,149,311,584,171,228,102,94,171,,g18437,,FBgn0046697,,,Ppr-Y,Ppr-Y,,,,,,,
LOC124202846,XP_046455273.1,E3 ubiquitin-protein ligase Topors-like,152,360,895,183,322,121,81,123,,g18439,,FBgn0039354,,,Lgr3,Leucine-rich repeat-containing G protein-coupled receptor 3,,,,,,,
LOC124202847,XP_046455274.1,E3 ubiquitin-protein ligase Topors-like,351,438,819,226,317,114,85,227,,g18444,,FBgn0267351,,,Topors,Topoisomerase I-interacting protein,,,,,,,
LOC124202848,XP_046455275.1,uncharacterized protein LOC124202848,6,7,22,7,3,2,4,1,,,,,,,,,,,,,,,
LOC124202849,XP_046455277.1,collagen alpha-1(I) chain-like,0,0,6,11,1481,166,465,608,,g18435,,,,,,,,,,,,,
LOC124202850,XP_046455278.1,collagen alpha-1(III) chain-like,1,0,16,5,1508,131,104,652,,,,,,,,,,,,,,,
LOC124202851,XP_046455280.1,prolyl 4-hydroxylase subunit alpha-1-like isoform X2,3,1,17,512,216,184,288,95,,g18433,,FBgn0039776,,,PH4alphaEFB,prolyl-4-hydroxylase-alpha EFB,,,,,,,
LOC124202852,XP_046455281.1,iron-sulfur clusters transporter ABCB7%2C mitochondrial-like,440,1552,4258,2551,4099,1166,983,986,,,Y74C10AR.3a.1,,FBpp0072637,FBgn0035244,ABCB7,ATP binding cassette subfamily B member 7,,XP_001652165.1,ENSP00000436586.1,ENSMUSP00000033695.6,XP_396202.3,,XP_004925914.2
LOC124202853,XP_046455282.1,uncharacterized protein LOC124202853 isoform X1,120,415,713,224,439,179,158,139,,g18425,,FBgn0038385,,,Fbxl7,F-box and leucine-rich repeat protein 7,,,,,,,
LOC124202854,XP_046455289.1,mitochondrial-processing peptidase subunit beta-like,1506,5083,14709,9934,19525,5056,4687,3238,,g1676,ZC410.2.1,FBgn0038271,FBpp0082459,FBgn0038271,UQCR-C1,Ubiquinol-cytochrome c reductase core protein 1,,,ENSP00000249269.4,ENSMUSP00000030882.6,XP_393509.2,,XP_012551174.2
LOC124202855,XP_046455300.1,band 7 protein AGAP004871-like isoform X11,54,352,1052,1748,5104,1145,1002,177,,g18426,,FBgn0260657,,,CG42540,0,,,,,,,
LOC124202856,XP_046455338.1,uncharacterized protein LOC124202856,16,25,289,284,333,45,41,8,,g1342,,,,,,,,,,,,,
LOC124202859,XP_046455307.1,histone-lysine N-methyltransferase SETD1-like,1686,5493,9737,3206,3955,2046,2148,1514,,g18187,C26E6.9b.1,FBgn0040022,FBpp0112593,FBgn0040022,Set1,SET domain containing 1,,XP_021710256.1,ENSP00000507683.1,ENSMUSP00000145647.2,XP_395451.4,,XP_021205522.2
LOC124202860,XP_046455308.1,uncharacterized protein LOC124202860,432,4547,8500,3462,4246,1874,1793,1147,,g27033,,,,,,,,,,,,,
LOC124202861,XP_046455309.1,lipase maturation factor 2-like,305,868,2120,705,1042,489,477,504,,g18185,K11G12.6b.1,FBgn0000229,FBpp0074441,FBgn0030994,bsk,basket,,XP_021705363.1,ENSP00000424381.1,ENSMUSP00000023283.6,XP_001120633.2,,
LOC124202862,XP_046455310.1,stress-activated protein kinase JNK-like,1155,2471,6734,3344,5125,1864,1792,1353,,,,,,,,,,,,,,,
LOC124202863,XP_046455315.1,uncharacterized protein LOC124202863,145,425,1636,783,987,200,135,172,,g1677,,FBgn0034027,FBpp0086488,FBgn0034027,CG8187,0,,XP_001651792.1,ENSP00000395340.2,ENSMUSP00000058333.5,,,
LOC124202864,XP_046455313.1,stress-activated protein kinase JNK-like,435,152,517,191,544,98,85,129,,g18186,,,,,,,,,,,,,
LOC124202865,XP_046455314.1,nucleoporin Nup37-like,389,1079,1542,261,282,160,187,285,,,,,FBpp0304467,FBgn0039301,Nup37,Nucleoporin 37kD,,XP_001660021.2,ENSP00000251074.1,ENSMUSP00000129728.2,XP_396788.3,,
LOC124202866,XP_046455316.1,peroxisome assembly protein 12-like,243,995,2103,898,1336,442,420,316,,g18184,F08B12.2.1,FBgn0031282,FBpp0077675,FBgn0031282,Pex12,Peroxin 12,,XP_001657838.1,ENSP00000466894.2,ENSMUSP00000135632.2,XP_624974.2,,XP_037872468.1
LOC124202870,XP_046455317.1,speckle-type POZ protein-like,0,1,4,18,59,15,5,32,,g17695,,,,,,,,,,,,,
LOC124202871,XP_046455318.1,uncharacterized protein LOC124202871,2,2,9,6,6,1,7,47,,g6776,,,,,,,,,,,,,
LOC124202872,XP_046455319.1,THUMP domain-containing protein 2-like,260,424,660,150,216,139,136,181,,,M04B2.2.1,,,,,,,,ENSP00000423933.1,ENSMUSP00000025093.5,XP_394352.5,,
LOC124202873,XP_046455320.1,syntaxin-7-like,1,1,0,2,1,0,3,0,,g8170,,,,,,,,,,,,,
LOC124202874,XP_046455333.1,holocytochrome c-type synthase-like isoform X2,482,2727,6050,2644,3201,782,1193,743,,g1674,,,FBpp0083583,FBgn0038925,Cchl,Cytochrome c heme lyase,,,,ENSMUSP00000107743.2,,,
LOC124202875,XP_046455321.1,DNA-directed RNA polymerase II subunit RPB1-like,5,7,34,3,16,11,16,292,,,,,,,,,,,,,,,
LOC124202876,XP_046455322.1,putative ammonium transporter 1,0,0,0,0,4,1,2,0,,g18000,,,,,,,,,ENSP00000466604.1,,,,
LOC124202877,XP_046455323.1,leucine-rich repeat-containing G-protein coupled receptor 5-like isoform X1,1,0,1047,1459,12378,1906,2222,1112,,g18417,,FBgn0003255,FBpp0080183,FBgn0003255,rk,rickets,,XP_021701013.1,ENSP00000356247.3,ENSMUSP00000020350.9,,,XP_037877286.1
LOC124202878,XP_046455331.1,trichohyalin-like isoform X6,62,178,2825,3254,8743,2054,2395,1280,,g18416,,FBgn0259736,,,CG42390,0,,,,,,,
LOC124202879,XP_046455332.1,collagen alpha-1(I) chain-like,1,1,0,0,4,1,1,2,,g18413,,FBgn0000299,,,Col4a1,Collagen type IV alpha 1,,,,,,,
LOC124202880,XP_046455334.1,uncharacterized protein LOC124202880,1,5,6,0,8,6,2,43,,g18412,T20F5.4.1,,,,,,,,ENSP00000452725.1,ENSMUSP00000028771.8,,,XP_021208532.1
LOC124202881,XP_046455335.1,uncharacterized protein LOC124202881,1,4,20,8,1325,103,79,69,,g18414,,FBgn0053196,,,dpy,dumpy,,,,,,,
LOC124202882,XP_046455336.1,aldo-keto reductase family 1 member B1-like,1091,1831,3265,1653,2060,1556,1523,1358,,g18415,,,,,,,,,,,,,
LOC124202883,XP_046455337.1,uncharacterized protein LOC124202883,0,0,1,1,81,1,2,8,,g18411,,FBgn0050503,,,CG30503,0,,,,,,,
LOC124202884,XP_046455339.1,protein PBDC1-like,372,1048,2354,519,588,279,420,384,,g18418,Y54E5A.5.1,FBgn0037087,FBpp0078009,FBgn0037087,CG7519,0,,XP_001659260.2,ENSP00000362456.3,ENSMUSP00000033577.5,XP_623247.1,,XP_037875343.1
LOC124202886,XP_046455340.1,speckle-type POZ protein-like,336,1105,1147,213,435,154,43,341,,g17935,,,,,,,,,,,,,
LOC124202887,XP_046455342.1,rhodopsin-like,0,2,1,6,35,16,12,2,,g17896,,,,,,,,,,,,,
LOC124202888,XP_046455343.1,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,0,0,7,51,35,22,21,1,,,,,,,,,,,,,,,
LOC124202889,XP_046455344.1,dnaJ homolog subfamily C member 7 homolog,0,0,1,1,2,2,1,0,,g17816,,,,,,,,,,,,,
LOC124202891,XP_046455345.1,speckle-type POZ protein B-like,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202892,XP_046455346.1,speckle-type POZ protein-like,0,3,36,0,9,0,0,0,,,,,,,,,,,,,,,
LOC124202893,XP_046455347.1,speckle-type POZ protein B-like,1,1,2,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202894,XP_046455352.1,uncharacterized protein LOC124202894,746,3247,4896,534,116,14,12,24,,g1679,,FBgn0032633,,,Lrch,Leucine-rich-repeats and calponin homology domain protein,,,,,,,
LOC124202895,XP_046455348.1,speckle-type POZ protein B-like,1,0,2,0,0,0,1,0,,g17778,,,,,,,,,,,,,
LOC124202896,XP_046455353.1,neuron navigator 3-like isoform X3,671,2248,21738,11430,16257,3785,3923,1880,,g18401,,FBgn0263873,,,sick,sickie,,,,,,,
LOC124202898,XP_046455360.1,histone deacetylase 6-like,915,1603,3145,1241,1672,771,667,678,,g18395,,FBgn0026428,,,HDAC6,Histone deacetylase 6,,,ENSP00000216271.5,ENSMUSP00000080832.6,,,
LOC124202899,XP_046455361.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,0,0,10,1702,1992,172,225,89,,g18400,,,,,,,,,,,,,
LOC124202901,XP_046455362.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,1,11,71,34,958,124,99,230,,g18398,F35B12.2.1,,,,,,,,,,,,
LOC124202902,XP_046455363.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,1,0,23,1,25,0,0,0,,g18396,,FBgn0033679,,,CG8888,0,,,,,,,
LOC124202903,XP_046455364.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,0,0,1,0,3,0,0,0,,,C10F3.2.1,,,,,,,,,,,,
LOC124202904,XP_046455366.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,0,0,2,846,3011,498,525,243,,g18399,,,,,,,,,,,,,
LOC124202905,XP_046455367.1,D-beta-hydroxybutyrate dehydrogenase%2C mitochondrial-like,1,9,833,0,570,1,0,0,,g18397,,,,,,,,,,,,,
LOC124202906,XP_046455368.1,globin C%2C coelomic-like,5,150,762,694,1495,200,178,1877,,g18245,,FBgn0036999,FBpp0111392,FBgn0085311,isoQC,iso Glutaminyl cyclase,,,ENSP00000495346.1,,,,
LOC124202907,XP_046455369.1,uncharacterized protein LOC124202907,1465,10461,22788,9585,20444,9275,10899,8995,,g5038,,,,,,,,,,,,,
LOC124202908,XP_046455370.1,uncharacterized protein MCAP_0864-like,1,0,2,0,1,1,6,0,,,,,,,,,,,,,,,
LOC124202909,XP_046455371.1,extensin-2-like,0,0,1,0,3975,183,158,1500,,g18180,,,,,,,,,,,,,
LOC124202910,XP_046455372.1,cuticle protein 19-like,0,0,0,0,5,1,3,12,,g17765,,,,,,,,,,,,,
LOC124202911,XP_046455376.1,brahma-associated protein of 60 kDa-like,3948,15714,23570,4728,3579,2175,2096,1322,,g2553,ZK1128.5.1,FBgn0025463,FBpp0073572,FBgn0025463,Bap60,Brahma associated protein 60kD,,XP_001653905.2,ENSP00000378414.4,ENSMUSP00000023759.5,XP_006568092.1,,XP_037869343.1
LOC124202912,XP_046455373.1,lactosylceramide 4-alpha-galactosyltransferase-like,7,52,105,80,7,73,111,16,,g17770,,,,,,,,,,,,,
LOC124202913,XP_046455374.1,lactosylceramide 4-alpha-galactosyltransferase-like,6,22,29,50,5,68,61,13,,g17771,,FBgn0031491,,,alpha4GT1,"alpha1,4-galactosyltransferase 1",,,,,,,
LOC124202914,XP_046455375.1,alpha-(1%2C3)-fucosyltransferase C-like,0,13,477,300,27,125,151,21,,g17773,,,,,,,,,,,,,
LOC124202915,XP_046455377.1,speckle-type POZ protein-like,20,4,15,10,32,27,4,13,,,,,,,,,,,,,,,
LOC124202916,XP_046455378.1,zingipain-2-like,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202917,XP_046455379.1,speckle-type POZ protein B-like,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202918,XP_046455380.1,uncharacterized protein LOC124202918,86,16,28,20,41,34,9,115,,,,,,,,,,,,,,,
LOC124202919,XP_046455381.1,WD repeat-containing protein 18-like,791,2081,2470,490,533,319,653,512,,g19381,R166.4.1,FBgn0023514,FBpp0070299,FBgn0023514,CG14805,0,,XP_001657325.2,ENSP00000476117.3,ENSMUSP00000041049.8,XP_006559868.1,,XP_004925423.1
LOC124202920,XP_046455398.1,calcium/calmodulin-dependent protein kinase type II alpha chain isoform X16,206,1256,8869,9936,25400,6076,5576,1990,,g18847,,FBgn0264607,FBpp0099497,FBgn0264607,CaMKII,Calcium/calmodulin-dependent protein kinase II,,XP_021694903.1,ENSP00000514375.1,ENSMUSP00000102008.3,XP_006560591.1,,
LOC124202921,XP_046455387.1,CCR4-NOT transcription complex subunit 9-like,704,2228,4094,1432,1813,452,481,468,,g2511,C26E6.3.1,FBgn0031047,FBpp0074513,FBgn0031047,Rcd-1,Required for cell differentiation 1,,XP_021706643.1,ENSP00000273064.6,ENSMUSP00000084466.6,XP_623701.2,,NP_001170796.1
LOC124202923,XP_046455399.1,aldehyde dehydrogenase%2C mitochondrial-like,1552,199,1261,953,1293,620,702,2799,,g18849,,FBgn0051075,FBpp0300161,FBgn0051075,CG31075,0,,XP_001648014.1,,,XP_392104.4,,
LOC124202924,XP_046455400.1,WSC domain-containing protein 1-like,0,5,146,368,160,187,202,66,,g18848,Y45F10C.6.2,FBgn0030634,FBpp0073831,FBgn0030634,CG9164,0,,XP_021709838.1,ENSP00000331933.4,ENSMUSP00000092021.4,,,XP_004922740.1
LOC124202925,XP_046455402.1,geranylgeranyl pyrophosphate synthase-like isoform X2,313,673,1720,884,1468,613,483,483,,g18845,,FBgn0019662,FBpp0304975,FBgn0019662,qm,quemao,,,,,,,
LOC124202926,XP_046455403.1,uncharacterized protein LOC124202926,0,4,68,28,34,4,9,1,,,,,,,,,,,,,,,
LOC124202927,XP_046455404.1,intraflagellar transport protein 74 homolog,35,272,494,113,145,91,131,64,,,,,,,,,,,,,,,
LOC124202929,XP_046455405.1,esterase E4-like,1,16,401,935,2009,169,104,112,,g18938,K11G9.1.1,FBgn0029690,,,CG6414,0,,,,,,,
LOC124202930,XP_046455406.1,glycoprotein 3-alpha-L-fucosyltransferase A-like,406,1484,4330,3480,3081,1734,1945,859,,g18937,,FBgn0036485,FBpp0304215,FBgn0036485,FucTA,"alpha1,3-fucosyltransferase A",,XP_001661902.2,ENSP00000286955.5,,XP_026295877.1,,XP_021207104.1
LOC124202931,XP_046455407.1,7-dehydrocholesterol reductase-like isoform X1,6,344,2199,2189,2513,1073,724,1820,,g18936,,FBgn0287596,,,CG46465,0,,,,,,,
LOC124202932,XP_046455415.1,coiled-coil domain-containing protein 50-like isoform X3,674,3204,6890,2262,4610,1080,1174,1321,,g18939,,FBgn0032681,,,CG10283,0,,,ENSP00000376250.4,ENSMUSP00000097604.4,,,
LOC124202934,XP_046455416.1,RING finger protein 121-like,543,1415,2755,1165,1267,457,519,641,,g18934,C16C10.5.1,FBgn0030873,FBpp0074242,FBgn0030873,CG15814,0,,XP_001660803.2,ENSP00000354571.3,ENSMUSP00000094396.6,XP_006565359.1,,XP_004927319.1
LOC124202935,XP_046455443.1,uncharacterized protein LOC124202935,28,395,4249,5025,7404,2108,1724,773,,g1341,,FBgn0034398,FBpp0311397,FBgn0038420,CG15098,0,,XP_001658640.1,,ENSMUSP00000123382.2,XP_006559014.1,,
LOC124202936,XP_046455417.1,probable methylthioribulose-1-phosphate dehydratase,221,1358,3418,1474,1919,653,494,483,,g18935,ZC373.5.1,FBgn0030518,FBpp0304097,FBgn0030518,CG11134,0,,XP_001655750.2,ENSP00000379133.3,ENSMUSP00000011055.7,XP_624397.1,,XP_004921704.1
LOC124202938,XP_046455418.1,uncharacterized protein LOC124202938,0,0,9,10,42,14,20,4,,,,,,,,,,,,,,,
LOC124202939,XP_046455419.1,uncharacterized protein LOC124202939,0,0,9,10,42,14,20,4,,,,,,,,,,,,,,,
LOC124202941,XP_046455420.1,uncharacterized protein K02A2.6-like,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202942,XP_046455421.1,uncharacterized protein LOC124202942,0,0,0,0,1,2,2,6,,,,,,,,,,,,,,,
LOC124202943,#N/A,,0,0,27,26,47,3,14,3,,,,,,,,,,,,,,,
LOC124202944,XP_046455423.1,uncharacterized protein LOC124202944,10,12,30,15,40,26,60,39,,g19207,,,,,,,,,,,,,
LOC124202946,XP_046455424.1,uncharacterized protein LOC124202946,28,37,32,15,14,9,4,4,,g19916,,,,,,,,,,,,,
LOC124202947,XP_046455425.1,H/ACA ribonucleoprotein complex subunit 1-like,1358,2937,4277,755,916,288,884,1413,,g19133,Y66H1A.4.1,FBgn0011824,FBpp0071562,FBgn0011824,CG4038,0,,XP_011493503.2,ENSP00000226796.6,ENSMUSP00000118752.2,XP_397127.5,,XP_004929153.2
LOC124202948,XP_046455426.1,uncharacterized protein LOC124202948,3,39,31,11,22,7,10,6,,,,,,,,,,,,,,,
LOC124202949,XP_046455427.1,uncharacterized protein LOC124202949,3,19,17,5,12,4,6,4,,,,,,,,,,,,,,,
LOC124202950,XP_046455428.1,uncharacterized protein LOC124202950,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124202951,XP_046455429.1,uncharacterized protein LOC124202951,2,1,0,0,2,0,0,1,,,,,,,,,,,,ENSMUSP00000108820.2,,,
LOC124202952,XP_046455448.1,rho GTPase-activating protein 21-like isoform X3,3,41,70,40,102,10,18,41,,,,,,,,,,,,,,,
LOC124202953,#N/A,,17,68,94,26,56,25,25,23,,,,,,,,,,,,,,,
