Consensus Name,KAP4 Locus,KAP4 Description,A,C,D,E,F,H,I,M,CON21 Gene #,A,B,C,D,E,F,G,H,I,Fly Gene #,Fly Gene,Fly Description,TF family
Dpul_Gene_5901,LOC124198782,uncharacterized protein LOC124198782,46,160,872,659,851,169,292,73,g14451,43,138,114,150,182,120,354,295,150,FBgn0053196,dpy,dumpy,
Dpul_Gene_5902,LOC124198783,uncharacterized protein LOC124198783,5,7,392,715,838,126,66,40,g14450,8,26,3,56,89,248,107,56,85,FBgn0034439,CG10062,0,
Dpul_Gene_5903,LOC124198784,UDP-glucose:glycoprotein glucosyltransferase 1-like,3713,11123,20801,7563,5669,2256,4683,3933,g14458,2799,2832,2301,1223,1088,758,1669,4114,2318,FBgn0014075,Uggt,UDP-glucose-glycoprotein glucosyltransferase,
Dpul_Gene_5904,LOC124198788,methyltransferase-like protein 25B isoform X1,269,735,1411,418,500,282,300,278,g13686,543,284,241,199,217,146,292,285,228,,,,
Dpul_Gene_5905,LOC124198789,mucin-5AC-like isoform X3,1,14,7,3,265,613,180,124,g686,1,2,4,0,0,227,513,319,546,,,,
Dpul_Gene_5906,LOC124198790,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,1058,2994,5014,1671,1817,967,928,1167,g13685,1268,1147,969,477,369,213,568,586,451,,,,
Dpul_Gene_5907,LOC124198792,uncharacterized protein LOC124198792,93,253,246,249,175,681,677,674,g13684,584,1021,1018,423,429,308,872,577,604,FBgn0037011,CG4858,0,
Dpul_Gene_5908,LOC124198795,sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1-like isoform X1,65,312,2587,3706,7600,1768,2678,1466,g14474,32,78,67,446,938,725,3724,5762,3799,FBgn0031879,uif,uninflatable,
Dpul_Gene_5909,LOC124198796,uncharacterized protein LOC124198796,0,0,4,26,387,183,45,11,g12989,0,1,1,1,1,364,245,43,99,FBgn0035236,CG12004,0,
Dpul_Gene_5910,LOC124198797,mucin-17-like,3022,6037,13332,6376,9258,2696,3147,3606,g14463,1806,1446,1269,907,953,772,3454,3132,2219,FBgn0026083,tyf,twenty-four,
Dpul_Gene_5911,LOC124198798,cobalamin binding intrinsic factor-like,2,4,9,26,53,13,11,2,g14461,5,0,1,0,1,8,14,3,3,FBgn0029708,CG3556,0,
Dpul_Gene_5912,LOC124198799,CDP-diacylglycerol--inositol 3-phosphatidyltransferase-like,146,322,1307,933,1432,446,440,357,g14462,331,233,214,236,485,542,463,411,171,FBgn0030670,Pis,Phosphatidylinositol synthase,
Dpul_Gene_5913,LOC124198800,proteoglycan 4-like isoform X1,7,16,1172,4561,14516,9190,7849,4459,g14465,13,10,8,131,570,1682,18477,8829,5067,FBgn0264324,spg,sponge,
Dpul_Gene_5914,LOC124198801,chitin deacetylase 7-like,2,3,11,134,626,271,84,282,g12394,11,1,0,4,26,477,215,197,575,,,,
Dpul_Gene_5915,LOC124198802,chitin deacetylase 7-like,10,14,18,411,2473,1088,463,211,g12393,10,4,3,3,29,1170,403,298,704,,,,
Dpul_Gene_5916,LOC124198803,chitin deacetylase 7-like,0,3,6,154,3933,2572,1150,112,g12395,0,1,1,1,2,1043,1440,663,1314,FBgn0051973,Cda5,Chitin deacetylase-like 5,
Dpul_Gene_5917,LOC124198806,sideroflexin-2-like,97,309,834,536,1182,342,317,285,g12273,259,172,191,263,353,584,865,487,354,FBgn0036843,Sfxn2,Sideroflexin 2,
Dpul_Gene_5918,LOC124198809,facilitated trehalose transporter Tret1-2 homolog,244,1911,2694,759,3772,3968,3780,1405,g680,137,1087,1071,294,283,1718,3107,3658,1460,,,,
Dpul_Gene_5919,LOC124198816,solute carrier family 12 member 3-like isoform X3,0,9,5,3,641,196,128,123,g12286,0,0,0,0,0,97,30,91,206,FBgn0036279,Ncc69,sodium chloride cotransporter 69,
Dpul_Gene_5920,LOC124198817,uncharacterized protein LOC124198817,0,0,73,19,140,11,11,1,g599,0,1,1,11,4,40,11,9,6,FBgn0040273,Spt5,Spt5,
Dpul_Gene_5921,LOC124198818,sodium/potassium-transporting ATPase subunit alpha-B-like isoform X1,4,8,429,349,1349,358,531,382,g12282,5,2,3,3,13,108,450,276,204,FBgn0002921,Atpalpha,Na pump alpha subunit,
Dpul_Gene_5922,LOC124198819,sodium/potassium-transporting ATPase subunit alpha-B-like,0,12,3531,3478,6622,11,34,33,g12285,1,4,6,13,18,512,645,344,255,,,,
Dpul_Gene_5923,LOC124198820,sodium/potassium-transporting ATPase subunit alpha-B-like,6,40,1027,2352,38694,6736,9771,7846,g12283,16,36,44,16,102,5019,9003,4175,3098,,,,
Dpul_Gene_5924,LOC124198821,rho GTPase-activating protein 44-like,1612,5302,9887,4218,6596,2148,2560,1756,g12297,938,1420,1036,635,760,535,1989,1740,1140,FBgn0038747,RhoGAP92B,Rho GTPase activating protein at 92B,
Dpul_Gene_5925,LOC124198822,uncharacterized protein LOC124198822,1,0,11,11,425,186,139,1231,g12272,2,0,0,0,1,44,66,112,198,FBgn0037116,Als2,Amyotrophic lateral sclerosis 2,
Dpul_Gene_5926,LOC124198823,neither inactivation nor afterpotential protein G-like,2,0,12,306,1358,2976,3040,52,g12277,0,0,1,4,44,122,355,262,216,FBgn0030588,CG9521,0,
Dpul_Gene_5927,LOC124198824,probable G-protein coupled receptor 83 isoform X2,0,0,38,102,333,121,120,43,g12274,1,1,1,7,32,72,314,196,127,FBgn0004842,RYa-R,RYamide receptor,
Dpul_Gene_5928,LOC124198825,snRNA-activating protein complex subunit 3-like,1086,1904,1932,353,614,238,419,909,g12278,1791,1154,833,166,49,66,118,218,324,FBgn0260398,Pbp49,PSEA-binding protein 49kD,
Dpul_Gene_5929,LOC124198826,probable deoxyhypusine synthase,1015,2232,2975,555,552,424,894,624,g12279,1921,2563,1964,567,213,108,390,550,190,FBgn0035854,CG8005,0,
Dpul_Gene_5930,LOC124198827,uncharacterized protein LOC124198827,0,2,308,100,20,39,63,11,g12290,34,55,83,93,257,33,158,51,12,FBgn0027509,TBCD,tubulin folding cofactor D,
Dpul_Gene_5931,LOC124198828,28S ribosomal protein S31%2C mitochondrial-like,567,1689,4892,2350,2573,709,715,480,g12296,1232,1162,1184,983,762,1048,542,735,428,FBgn0036557,mRpS31,mitochondrial ribosomal protein S31,
Dpul_Gene_5932,LOC124198829,uncharacterized protein LOC124198829,0,17,157,85,17,33,62,8,g12289,0,7,13,47,220,22,94,41,16,FBgn0033658,Twdlbeta,Tweedlebeta,
Dpul_Gene_5933,LOC124198832,uncharacterized protein LOC124198832,0,27,6373,64,18,0,1,0,g12294,0,107,262,1521,8,18,1,3,3,,,,
Dpul_Gene_5934,LOC124198833,uncharacterized protein LOC124198833,0,42,630,2531,3052,602,939,154,g12293,0,1278,2862,15652,907,1400,43,569,491,FBgn0033978,Cyp6a23,Cyp6a23,
Dpul_Gene_5935,LOC124198835,phospholipid phosphatase 5-like,317,1010,2128,759,793,322,267,290,g12275,481,675,655,319,353,172,241,243,137,FBgn0037341,CG12746,0,
Dpul_Gene_5936,LOC124198836,uncharacterized protein LOC124198836,0,5259,282146,1343,57,2,1,42,g12292,0,12438,26134,191829,753,84,2,8,9,FBgn0262559,Mdh2,Malate dehydrogenase 2,
Dpul_Gene_5937,LOC124198837,uncharacterized protein LOC124198837 isoform X2,0,3,0,0,0,0,10,0,g12291,4,1,0,2,3,5,0,11,112,FBgn0053505,U3-55K,U3 small nuclear riboprotein factor 55K,
Dpul_Gene_5938,LOC124198840,SNARE-associated protein Snapin-like isoform X2,825,1916,3759,1520,1770,762,845,727,g12280,649,322,254,157,190,127,179,211,139,,,,
Dpul_Gene_5939,LOC124198841,peptidyl-tRNA hydrolase ICT1%2C mitochondrial-like,297,1354,3549,1457,1889,479,440,286,g12298,626,984,1042,864,678,816,291,477,273,FBgn0032261,CG6094,0,
Dpul_Gene_5940,LOC124198842,uncharacterized protein LOC124198842,41,51,45,17,29,13,8,0,g12288,14,34,28,18,21,10,12,6,4,,,,
Dpul_Gene_5941,LOC124198845,uncharacterized protein LOC124198845 isoform X2,3,1,8,174,598,55,97,26,g13234,10,3,3,5,96,264,7,76,47,FBgn0051793,CG31793,0,
Dpul_Gene_5942,LOC124198846,integumentary mucin C.1-like isoform X2,0,0,16,253,481,81,20,86,g687,2,1,1,3,32,131,226,191,376,,,,
Dpul_Gene_5943,LOC124198847,uncharacterized protein LOC124198847 isoform X1,1,11,2448,4265,13511,1915,2375,1796,g14467,0,4,11,298,767,1027,3313,4080,1972,FBgn0033919,CG8547,0,
Dpul_Gene_5944,LOC124198848,F-box/LRR-repeat protein 5-like,494,876,2027,953,1651,800,667,812,g14506,1119,337,353,351,433,264,775,535,540,FBgn0033639,CG9003,0,
Dpul_Gene_5945,LOC124198849,eukaryotic translation initiation factor 2-alpha kinase-like isoform X1,591,2976,7659,3869,5884,4129,2941,2612,g12597,402,731,597,424,518,546,2298,1591,1286,FBgn0037327,PEK,pancreatic eIF-2alpha kinase,
Dpul_Gene_5946,LOC124198852,uncharacterized protein LOC124198852,0,3,1,244,330,60,53,5,g12596,0,2,1,2,63,173,5,25,11,FBgn0035750,CG14826,0,
Dpul_Gene_5947,LOC124198854,uncharacterized protein LOC124198854,878,251,369,104,300,121,82,1121,g14106,321,91,64,11,10,22,23,26,178,FBgn0011710,Sep1,Septin 1,
Dpul_Gene_5948,LOC124198855,ruvB-like helicase 1,2584,6110,7179,1414,1304,520,1611,1381,g14104,3183,3583,2976,1025,498,242,312,988,417,FBgn0040078,pont,pontin,
Dpul_Gene_5949,LOC124198856,longitudinals lacking protein%2C isoforms A/B/D/L-like,561,1746,2038,455,650,453,420,368,g14105,733,589,453,154,82,51,267,210,205,FBgn0283521,lola,longitudinals lacking,
Dpul_Gene_5950,LOC124198858,serine/arginine repetitive matrix protein 2-like isoform X2,1314,5349,4837,1099,1322,626,929,912,g13623,425,462,472,170,121,88,615,689,591,FBgn0053196,dpy,dumpy,
Dpul_Gene_5951,LOC124198859,integumentary mucin C.1-like,0,0,10,286,650,2899,1093,776,g689,1,0,0,0,4,115,407,509,1033,,,,
Dpul_Gene_5952,LOC124198860,serine/threonine-protein kinase N2-like isoform X4,1157,5910,11555,5848,12318,3160,3967,2121,g13650,315,527,492,552,529,506,5848,4830,3491,FBgn0020621,Pkn,Protein kinase N,
Dpul_Gene_5953,LOC124198861,uncharacterized protein YMR317W-like,0,46,1909,2055,13680,1859,2397,1166,g13642,1,15,20,333,429,541,3167,4217,4139,FBgn0087011,CG41520,0,
Dpul_Gene_5954,LOC124198862,serine/threonine-protein kinase N2-like,225,1166,3765,3170,6999,1234,1803,653,g13647,99,201,176,334,431,428,3461,3658,1533,FBgn0020621,Pkn,Protein kinase N,
Dpul_Gene_5955,LOC124198863,DNA cross-link repair 1A protein-like,566,1190,1812,569,664,397,358,424,g13654,479,184,178,123,86,56,198,196,163,FBgn0037338,Snm1,Snm1,
Dpul_Gene_5956,LOC124198865,nucleolar and coiled-body phosphoprotein 1-like,85,484,1461,920,1647,335,438,222,g13651,146,230,164,152,144,211,4709,3926,3173,FBgn0020621,Pkn,Protein kinase N,
Dpul_Gene_5957,LOC124198866,katanin p60 ATPase-containing subunit A-like 1,1021,1650,4182,2238,3228,999,1140,1314,g13652,1635,1233,1140,858,968,676,777,788,681,FBgn0040208,Kat60,Katanin 60,
Dpul_Gene_5958,LOC124198867,uncharacterized protein LOC124198867,409,711,963,216,212,173,163,312,g13646,445,244,239,71,36,22,75,84,102,FBgn0015019,CCT3,Chaperonin containing TCP1 subunit 3,
Dpul_Gene_5959,LOC124198868,vegetative cell wall protein gp1-like,0,0,14,19,533,77,123,7,g13658,0,0,0,2,2,69,19,185,58,,,,
Dpul_Gene_5960,LOC124198869,uncharacterized protein LOC124198869,0,0,137,136,138,61,30,29,g13657,4,3,1,12,15,45,22,11,21,FBgn0036947,obst-F,obstructor-F,
Dpul_Gene_5961,LOC124198870,iron-sulfur protein NUBPL-like,99,448,1074,435,498,224,237,127,g13645,426,291,267,175,111,149,151,196,133,FBgn0032986,CG3262,0,
Dpul_Gene_5962,LOC124198871,zinc finger MYND domain-containing protein 19-like,118,1258,2676,1558,1419,597,767,310,g13644,79,256,366,288,663,169,1958,1398,791,FBgn0013799,Deaf1,Deformed epidermal autoregulatory factor-1,SAND
Dpul_Gene_5963,LOC124198872,uncharacterized protein LOC124198872 isoform X1,0,0,0,196,1163,66,92,26,g13656,0,0,0,0,20,172,2,38,128,,,,
Dpul_Gene_5964,LOC124198873,geranylgeranyl transferase type-2 subunit alpha-like,453,802,1812,571,662,172,189,287,g685,966,556,476,182,143,104,49,119,97,FBgn0037293,CG12007,0,
Dpul_Gene_5965,LOC124198875,E3 ubiquitin-protein ligase MARCHF3-like isoform X1,316,166,252,65,133,69,74,394,g13653,1121,137,130,58,27,18,38,65,102,FBgn0035983,CG4080,0,
Dpul_Gene_5966,LOC124198878,discoidin domain-containing receptor 2-like,9,2865,9456,3600,5438,1280,1467,492,g12376,2,566,919,1102,852,493,4966,3709,2237,,,,
Dpul_Gene_5967,LOC124198880,probable ATP-dependent RNA helicase DDX31,1654,3005,4206,857,855,524,1442,1478,g12308,1347,1270,964,358,162,118,820,1123,456,FBgn0027602,CG8611,0,
Dpul_Gene_5968,LOC124198881,fibrous sheath CABYR-binding protein-like,0,0,3,6,7044,243,134,374,g12306,0,0,0,3,55,360,3,83,489,FBgn0261836,Msp300,Muscle-specific protein 300 kDa,
Dpul_Gene_5969,LOC124198882,uncharacterized protein LOC124198882,0,3,338,1057,1613,515,810,368,g12312,2,6,14,7,34,671,12,396,285,FBgn0085458,CG34429,0,
Dpul_Gene_5970,LOC124198883,chitin-binding domain protein cbd-1-like isoform X2,0,0,8,25,258,1642,472,213,g688,0,0,1,0,0,199,307,230,565,FBgn0027600,obst-B,obstructor-B,
Dpul_Gene_5971,LOC124198884,uncharacterized protein LOC124198884,0,1,512,1325,1914,733,1072,534,g12309,1,3,7,6,60,1167,17,446,327,FBgn0035865,CG7201,0,
Dpul_Gene_5972,LOC124198885,ganglioside GM2 activator-like,0,0,66,1530,2527,49,54,3,g12304,2,0,0,14,193,1517,597,386,422,,,,
Dpul_Gene_5973,LOC124198886,ganglioside GM2 activator-like,1,0,1,3,4,5,57,6,g12305,3,0,0,0,1,2,13,28,240,FBgn0034021,CG8180,0,
Dpul_Gene_5974,LOC124198887,uncharacterized protein LOC124198887,0,8,906,3468,6892,1223,1486,325,g12699,0,6,12,165,964,873,2150,1283,455,FBgn0030887,CG6867,0,
Dpul_Gene_5975,LOC124198888,protein ROP-like,999,4294,12686,7933,16604,4436,3664,1759,g12700,1021,1491,1294,1074,1308,1896,3278,2424,1363,FBgn0004574,Rop,Ras opposite,
Dpul_Gene_5976,LOC124198906,adenine phosphoribosyltransferase-like,152,673,2354,1037,1126,379,419,576,g682,755,1184,1064,681,793,585,253,348,172,FBgn0000109,Aprt,Adenine phosphoribosyltransferase,
Dpul_Gene_5977,LOC124198912,NADPH:adrenodoxin oxidoreductase%2C mitochondrial-like isoform X1,372,1808,3721,1392,3436,800,635,579,g54,299,401,399,283,307,404,247,351,393,FBgn0015582,dare,defective in the avoidance of repellents,
Dpul_Gene_5978,LOC124198923,NEDD8,691,2221,5117,1478,1874,493,556,536,g683,3031,2997,2899,1507,1251,743,249,400,242,,,,
Dpul_Gene_5979,LOC124198950,annulin-like,215,1168,5675,10935,14774,8299,11657,9226,g674,94,545,620,856,3600,2975,12924,10060,5557,FBgn0031975,Tg,Transglutaminase,
Dpul_Gene_5980,LOC124198986,zinc finger protein 383-like,382,998,1965,770,986,489,390,491,g676,582,224,198,109,101,105,354,245,226,FBgn0036522,Phs,Phaser,zf-C2H2
Dpul_Gene_5981,LOC124199002,uncharacterized protein LOC124199002 isoform X1,334,2624,7541,3301,9643,2185,1864,1693,g677,395,704,679,533,539,1008,2162,1505,1317,FBgn0031474,CG2991,0,
Dpul_Gene_5982,LOC124199068,zinc finger protein 397-like isoform X1,195,894,2075,773,1090,363,281,214,g675,468,833,847,487,415,322,493,422,356,FBgn0000286,Cf2,Chorion factor 2,zf-C2H2
Dpul_Gene_5983,LOC124199175,heparan sulfate 2-O-sulfotransferase 1-like,438,898,2330,799,876,370,251,407,g672,672,789,722,317,255,191,262,239,193,FBgn0024230,Hs2st,Heparan sulfate 2-O-sulfotransferase,
Dpul_Gene_5984,LOC124199191,ubiquitin carboxyl-terminal hydrolase isozyme L5-like,1505,4502,6485,1542,1384,532,781,682,g671,1829,2037,1815,783,435,275,245,482,264,FBgn0011327,Uch-L5,Ubiquitin carboxy-terminal hydrolase L5,
Dpul_Gene_5985,LOC124199207,sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1-like isoform X1,1,0,380,841,3022,1587,1397,345,g666,3,0,1,21,126,240,1098,797,424,FBgn0032797,Hasp,Hig-anchoring scaffold protein,
Dpul_Gene_5986,LOC124199233,far upstream element-binding protein 3-like isoform X11,8908,34142,51322,16900,15148,5589,9279,8139,g668,9748,11387,8932,3339,2258,1581,5160,8896,5182,FBgn0014870,Psi,P-element somatic inhibitor,
Dpul_Gene_5987,LOC124199240,uncharacterized protein LOC124199240,554,1474,2404,542,607,331,390,522,g15491,2,18,10,7,14,24,18,15,30,,,,
Dpul_Gene_5988,LOC124199248,uncharacterized protein LOC124199248,57,140,927,326,364,183,118,821,g15612,43,21,14,29,21,68,87,111,322,FBgn0051510,CG31510,0,
Dpul_Gene_5989,LOC124199249,annexin B9-like,586,1213,5387,3206,8252,1428,1595,1799,g15613,1404,168,176,603,936,1428,1591,1579,1346,FBgn0000083,AnxB9,Annexin B9,
Dpul_Gene_5990,LOC124199251,zinc finger protein 3 homolog isoform X1,800,2868,4435,1216,1610,681,663,623,g16640,731,1135,1062,538,422,292,820,676,547,FBgn0020309,crol,crooked legs,zf-C2H2
Dpul_Gene_5991,LOC124199253,succinate--CoA ligase [ADP-forming] subunit beta%2C mitochondrial-like,695,2721,10071,7086,15807,3295,2570,1764,g16639,1243,1255,1448,1420,1758,4567,3529,2644,1563,FBgn0037643,ScsbetaA,"Succinyl-coenzyme A synthetase beta subunit, ADP-forming",
Dpul_Gene_5992,LOC124199254,uncharacterized protein LOC124199254,0,1,33,328,76,132,224,125,g16641,0,0,0,8,216,34,148,111,12,FBgn0033515,Ir47a,Ionotropic receptor 47a,
Dpul_Gene_5993,LOC124199255,uncharacterized protein LOC124199255,94,572,1548,690,1211,388,326,250,g1473,573,328,328,229,226,202,533,356,343,FBgn0030874,Spt7,Spt7,
Dpul_Gene_5994,LOC124199256,uncharacterized protein LOC124199256,0,0,372,215,308,211,269,11,g16896,0,1,3,244,416,61,642,283,62,FBgn0053196,dpy,dumpy,
Dpul_Gene_5995,LOC124199258,uncharacterized protein LOC124199258 isoform X1,428,1558,4289,2717,5005,1002,1013,655,g16643,314,405,352,248,241,538,712,770,463,FBgn0030052,CG12065,0,
Dpul_Gene_5996,LOC124199259,solute carrier family 25 member 40-like,346,783,1451,446,508,316,308,449,g16644,441,597,565,257,154,123,199,241,224,FBgn0031039,Shawn,Shawn,
Dpul_Gene_5997,LOC124199261,sodium-independent sulfate anion transporter-like,3,9,123,232,440,29,22,13,g16099,0,4,1,3,13,84,82,37,88,FBgn0013953,Esp,Epidermal stripes and patches,
Dpul_Gene_5998,LOC124199262,sodium-independent sulfate anion transporter-like,1,0,205,91,93,14,27,13,g16098,0,1,1,5,6,21,50,15,28,,,,
Dpul_Gene_5999,LOC124199264,uncharacterized protein LOC124199264 isoform X2,5,173,971,702,1311,723,612,354,g16097,6,54,71,133,302,226,420,270,290,FBgn0036975,CG5618,0,
Dpul_Gene_6000,LOC124199266,uncharacterized protein LOC124199266,0,0,7,17,48,85,128,70,g16100,2,1,0,6,42,25,491,222,37,FBgn0036896,wnd,wallenda,
Dpul_Gene_6001,LOC124199267,ralA-binding protein 1-like isoform X2,730,5094,11331,4428,6356,2695,2143,1577,g17391,1208,2062,2333,1692,1857,1171,1365,1224,1011,FBgn0026056,Rlip,Ral interacting protein,
Dpul_Gene_6002,LOC124199268,cell division cycle protein 20 homolog isoform X2,6358,5674,4483,422,432,122,193,3732,g17390,14453,3464,2365,303,52,52,60,221,1029,FBgn0001086,fzy,fizzy,
Dpul_Gene_6003,LOC124199275,protein canopy homolog 3-like,330,1438,3407,1029,1168,445,550,424,g55,636,1028,1023,435,321,173,172,288,163,FBgn0036847,CNPYb,Canopy b,
Dpul_Gene_6004,LOC124199286,blastula protease 10-like,1,1,444,333,455,69,103,23,g16170,0,0,1,64,108,400,4,69,94,FBgn0004885,tok,tolkin,
Dpul_Gene_6005,LOC124199287,vitellogenin-1-like,1,9,68,934,4877,1606,3036,18600,g16224,0,0,0,4,71,2640,8308,11127,9027,FBgn0000395,cv-2,crossveinless 2,
Dpul_Gene_6006,LOC124199288,thiol S-methyltransferase METTL7B-like,0,0,40,225,2185,150,224,115,g16223,0,1,2,62,128,508,16,90,244,FBgn0033891,CG8067,0,
Dpul_Gene_6007,LOC124199290,mitochondrial intermediate peptidase-like,661,1459,3195,1267,1345,481,683,632,g16601,741,408,373,260,182,191,303,492,272,FBgn0033038,CG7791,0,
Dpul_Gene_6008,LOC124199291,alpha-protein kinase 1-like isoform X1,1250,185,301,79,231,125,61,990,g16599,832,219,167,43,21,48,22,31,150,FBgn0030200,RabX2,RabX2,
Dpul_Gene_6009,LOC124199292,gametocyte-specific factor 1 homolog,496,148,211,86,140,109,37,465,g16600,1484,192,126,43,49,46,64,31,111,,,,
Dpul_Gene_6010,LOC124199293,uncharacterized protein LOC124199293,3,1,34,175,136,111,165,60,g16642,0,1,0,7,94,23,100,74,14,,,,
Dpul_Gene_6011,LOC124199294,musculin-like,0,235,445,180,231,49,26,6,g14554,1,124,169,59,55,42,46,36,17,FBgn0022740,HLH54F,HLH54F,HLH
Dpul_Gene_6012,LOC124199295,tubulin gamma-1 chain-like,951,3133,2534,308,361,259,310,329,g14623,1180,1701,1578,314,127,81,191,303,185,FBgn0260639,gammaTub23C,gamma-Tubulin at 23C,
Dpul_Gene_6013,LOC124199296,putative sodium-coupled neutral amino acid transporter 11,40,217,470,552,1281,568,451,95,g14624,918,1533,1447,809,882,663,690,862,495,FBgn0033368,CG13743,0,
Dpul_Gene_6014,LOC124199298,peptidyl-prolyl cis-trans isomerase Fkbp12-like,4531,16449,23313,7854,9165,2702,3065,3296,g14625,7902,16071,15334,8059,6389,3776,2048,2899,1833,FBgn0013954,Fkbp12,FK506-binding protein 12kD,
Dpul_Gene_6015,LOC124199301,uncharacterized protein LOC124199301,3,28,13,1,13,101,115,32,g16120,0,0,0,1,9,3,14,188,18,FBgn0086604,side-VIII,sidestep VIII,
Dpul_Gene_6016,LOC124199309,histone deacetylase 1-like,12232,30140,32433,6305,4349,2696,5126,4775,g14644,13820,16996,12385,3330,1653,682,922,2237,1289,FBgn0015805,HDAC1,Histone deacetylase 1,
Dpul_Gene_6017,LOC124199310,ribosome biogenesis protein WDR12 homolog,2005,4768,6432,1199,1079,547,1509,1261,g14645,2915,2969,2075,620,226,150,1041,901,411,FBgn0032298,CG6724,0,
Dpul_Gene_6018,LOC124199311,putative sodium-dependent multivitamin transporter,274,588,1424,710,1038,323,412,476,g15369,505,392,351,268,275,278,538,547,402,,,,
Dpul_Gene_6019,LOC124199312,major facilitator superfamily domain-containing protein 8-like,3,79,1556,1130,3642,448,717,463,g15367,61,139,189,459,510,588,541,925,838,FBgn0035767,Cln7,Cln7,
Dpul_Gene_6020,LOC124199313,uncharacterized protein LOC124199313,0,0,1,3,8,6,5,56,g15368,0,1,2,3,6,7,29,13,4,FBgn0000317,ck,crinkled,
Dpul_Gene_6021,LOC124199317,uncharacterized protein LOC124199317 isoform X2,1552,5949,14544,7621,14608,6240,6495,3777,g16719,830,948,809,779,835,950,14158,10856,7383,FBgn0001316,klar,klarsicht,
Dpul_Gene_6022,LOC124199318,disks large-associated protein 5-like,2303,5663,4668,435,462,238,246,1064,g16720,2788,2345,2035,372,78,47,110,220,248,FBgn0259978,vlc,vulcan,
Dpul_Gene_6023,LOC124199319,mediator of RNA polymerase II transcription subunit 25-like isoform X8,1407,5899,10773,3667,5053,2022,2501,1397,g16732,1636,2287,1745,981,947,691,1977,2012,1466,FBgn0038760,MED25,Mediator complex subunit 25,
