CON21 Name,A,B,C,D,E,F,G,H,I,Fly Name (ZQ),Fly Description (ZQ),KAP4 Protein,KAP4 Locus,KAP4 Descritpion,C. elegans,Human,Honeybee,Mouse,Zebrafish,Silkworm,Mosquito,Cluster
g22374,757,574,525,502,711,485,1991,1721,1352,InR,Insulin-like receptor,XP_046459415.1,LOC124205893,uncharacterized protein LOC124205893 isoform X1,,ENSP00000363924.2,XP_026297765.1,ENSMUSP00000067181.4,ENSDARP00000124999.1,XP_037866745.1,,14
g12297,938,1420,1036,635,760,535,1989,1740,1140,RhoGAP92B,Rho GTPase activating protein at 92B,XP_046450820.1,LOC124198821,rho GTPase-activating protein 44-like,Y34B4A.8d.1,ENSP00000262444.9,XP_016772938.1,ENSMUSP00000039139.9,ENSDARP00000144204.1,XP_037872626.1,XP_021703012.1,1
g5377,1989,999,851,237,129,99,307,364,269,zip,zipper,XP_046438213.1,LOC124189788,unconventional myosin-XVIIIa-like,,ENSP00000321000.5,XP_006559167.1,ENSMUSP00000087208.3,ENSDARP00000026137.8,,,10
g6583,1691,1236,1240,1225,1395,1989,1397,1420,1734,ced-6,ced-6,XP_046441130.1,LOC124192033,PTB domain-containing engulfment adapter protein 1-like,F56D2.7.1,ENSP00000391712.2,XP_392026.2,ENSMUSP00000125506.2,ENSDARP00000114797.1,XP_012551816.1,XP_021697508.1,3
g12108,1988,651,312,230,229,143,198,223,379,,,,,,Y38C1AB.7.1,,,,,,,10
g6900,1653,1988,1764,369,119,72,124,166,125,Slbp,Stem-loop binding protein,XP_046441451.1,LOC124192278,histone RNA hairpin-binding protein-like,R06F6.1.1,ENSP00000406322.2,XP_001122465.1,ENSMUSP00000098906.4,ENSDARP00000141903.1,XP_037868296.1,XP_001654544.1,8
g19886,1985,1304,1248,711,628,424,1176,1129,800,casp,caspar,XP_046454971.1,LOC124202666,FAS-associated factor 1-like,F48A11.5c.1,ENSP00000379457.2,XP_392750.1,ENSMUSP00000099785.5,ENSDARP00000037156.4,XP_037873676.1,XP_021697939.1,6
g6855,909,1899,1698,1018,1012,598,1982,1352,1042,Kank,Kank,XP_046441778.1,LOC124192478,KN motif and ankyrin repeat domain-containing protein 2-like isoform X3,T22D2.1.1,ENSP00000371723.4,XP_006565926.2,ENSMUSP00000042177.9,ENSDARP00000145782.1,,,7
g24274,514,847,862,881,1344,1251,1982,1382,939,,,XP_046461866.1,LOC124208166,phospholipid scramblase 2-like,,,,,,XP_004930222.1,,4
g19134,508,554,540,522,473,386,1982,1751,1313,CG15099,0,,,,Y18D10A.13.1,ENSP00000195654.3,XP_016767831.1,ENSMUSP00000034987.9,ENSDARP00000133813.1,,XP_001653582.2,1
g22190,0,0,1,10,31,1365,309,1981,582,,,XP_046459542.1,LOC124205979,pro-resilin-like,,,XP_006559491.1,,,,,3
g1337,1402,1981,1448,504,331,261,719,750,548,CG8569,0,XP_046454046.1,LOC124201819,zinc finger MYND domain-containing protein 11-like,,ENSP00000452959.1,XP_006570982.1,ENSMUSP00000106264.2,ENSDARP00000144744.1,,XP_001651370.2,8
g17865,1038,1980,1880,1224,733,1185,624,1291,661,mRpS30,mitochondrial ribosomal protein S30,XP_046454534.1,LOC124202270,28S ribosomal protein S30%2C mitochondrial-like,B0511.8.1,ENSP00000424328.1,XP_396435.3,ENSMUSP00000022245.9,ENSDARP00000134404.1,XP_004929655.1,XP_001661930.2,13
g17209,1973,1980,1861,962,791,589,1014,1071,821,CG2182,0,XP_046452335.1,LOC124200216,gametogenetin-binding protein 2-like,,ENSP00000478220.1,XP_006566843.1,ENSMUSP00000098252.4,ENSDARP00000099168.2,XP_037869481.1,XP_021694431.1,8
g12196,1980,1614,1086,305,116,104,575,796,342,CG7246,0,XP_046448639.1,LOC124197305,U3 small nucleolar RNA-associated protein 6 homolog,,ENSP00000261708.4,XP_395867.4,ENSMUSP00000046643.6,ENSDARP00000148595.1,XP_004932911.2,XP_001652439.1,10
g9443,1307,1979,1657,654,442,326,933,930,629,d4,d4,XP_046444709.1,LOC124194524,zinc finger protein ubi-d4-like isoform X1,C28H8.9a.1,ENSP00000252268.4,XP_026298162.1,ENSMUSP00000158488.2,ENSDARP00000141965.2,XP_004927554.3,XP_001661565.1,8
g1474,1977,945,860,233,54,38,96,166,169,ArgRS-m,"Arginyl-tRNA synthetase, mitochondrial",XP_046442103.1,LOC124192693,protein zwilch homolog,Y63D3A.2.1,ENSP00000454737.1,XP_006560615.1,ENSMUSP00000135585.2,ENSDARP00000074147.4,,XP_021712153.1,10
g18883,1064,1698,1611,1117,1179,1058,1975,1671,1351,CG3558,0,XP_046455758.1,LOC124203152,FHF complex subunit HOOK interacting protein 1B-like isoform X1,C05D11.8.1,ENSP00000421580.1,XP_395745.4,ENSMUSP00000074252.8,ENSDARP00000144314.2,XP_037868020.1,XP_021709186.1,7
g13410,1975,1178,887,358,181,128,680,987,577,Ranbp9,Ranbp9,XP_046450137.1,LOC124198354,importin-9-like isoform X1,,ENSP00000354742.4,XP_624403.2,ENSMUSP00000036093.8,ENSDARP00000137497.1,,XP_021704380.1,10
g17201,1413,1974,1629,246,64,57,197,366,199,Smu1,Smu1 spliceosomal factor,XP_046452338.1,LOC124200218,WD repeat-containing protein 76-like,,ENSP00000370645.2,,ENSMUSP00000106232.3,ENSDARP00000070070.5,,,8
g24698,1,8,16,143,618,815,1973,1085,1024,,,,,,,,,,,,,4
g10780,2,12,23,186,449,889,1972,1252,464,Rab3,Rab3,,,,C18A3.6a.1,ENSP00000282878.4,XP_623213.1,ENSMUSP00000132945.2,ENSDARP00000095064.3,XP_012550718.1,XP_021699759.1,4
g17008,641,582,540,630,667,684,1971,1623,1053,Su(var)3-3,Suppressor of variegation 3-3,XP_046452889.1,LOC124200664,all-trans-retinol 13%2C14-reductase-like isoform X1,,ENSP00000295802.4,,ENSMUSP00000068568.7,ENSDARP00000093465.3,,,4
g6002,1692,1970,1736,793,434,239,104,183,75,Sf3b6,Splicing factor 3b subunit 6,XP_046438516.1,LOC124190039,splicing factor 3B subunit 6-like,C50D2.5.1,ENSP00000233468.4,XP_026298623.1,ENSMUSP00000043662.8,ENSDARP00000006812.5,NP_001037588.1,XP_001651583.1,8
g26826,1212,1968,1896,1181,1009,683,506,423,354,Taf10,TBP-associated factor 10,XP_046463694.1,LOC124209643,transcription initiation factor TFIID subunit 10-like,K03B4.3a.1,ENSP00000299424.4,XP_006564735.1,ENSMUSP00000118105.2,ENSDARP00000090137.4,XP_004926469.1,XP_001651390.1,13
g24193,33,22,20,86,183,249,1968,1245,638,Nrx-1,Neurexin 1,XP_046462079.1,LOC124208336,neurexin-1-like isoform X2,C29A12.4k.1,ENSP00000384311.2,NP_001139212.1,ENSMUSP00000133491.2,ENSDARP00000154048.1,XP_021202293.1,XP_021713398.1,4
g12933,1967,1353,1294,878,1265,751,481,1407,754,P58IPK,P58IPK,XP_046449972.1,LOC124198253,dnaJ homolog subfamily C member 3-like,C55B6.2.1,ENSP00000473631.1,XP_006569244.2,ENSMUSP00000022734.8,ENSDARP00000147356.1,NP_001296552.1,XP_021705034.1,6
g24584,2,0,0,0,0,1336,1512,1967,266,,,XP_046461438.1,LOC124207850,putative eggshell protein,D1009.4.1,,,,,,,4
g8730,1418,1966,1764,910,625,471,869,882,603,CG7706,0,XP_046443057.1,LOC124193336,kanadaptin-like isoform X1,ZK632.2.1,ENSP00000512328.1,XP_006557362.1,ENSMUSP00000143960.2,ENSDARP00000046002.5,XP_004925976.1,XP_001659227.2,8
g8255,1965,1032,793,325,262,199,360,552,462,pall,pallbearer,XP_046445318.1,LOC124194954,F-box only protein 28-like,ZC247.2.1,,,,,XP_037875744.1,,10
g545,1280,1965,1579,744,525,351,1306,1235,872,Sym,Symplekin,,,,F25G6.2.1,ENSP00000245934.7,XP_026299444.1,ENSMUSP00000023882.8,ENSDARP00000077314.5,XP_037873084.1,XP_021704446.1,5
g23740,1852,1307,1456,1393,1401,1964,775,853,433,CG13220,0,XP_046460522.1,LOC124207210,uncharacterized protein LOC124207210,C09G9.1c.1,,XP_624913.1,,,XP_004931878.1,XP_001662142.2,6
g9755,1964,1160,973,577,754,514,1109,1166,928,vlc,vulcan,XP_046444367.1,LOC124194291,uncharacterized protein LOC124194291 isoform X1,W03A5.6a.1,ENSP00000477723.1,,ENSMUSP00000129756.3,ENSDARP00000129231.1,XP_037870983.1,XP_021701495.1,6
g22708,309,560,558,536,614,422,1964,1280,1122,l(2)k05819,lethal (2) k05819,XP_046456484.1,LOC124203725,transmembrane protein 94-like isoform X4,D1007.15a.1,ENSP00000463929.1,XP_016771813.1,ENSMUSP00000099322.2,ENSDARP00000156400.1,XP_037872793.1,XP_021695161.1,14
g22278,11,9,8,64,260,574,1962,1415,649,CG11319,0,XP_046458831.1,LOC124205429,prolyl endopeptidase FAP-like isoform X1,,,XP_624853.3,,,,XP_021701030.1,4
g7283,1,2,2,1,4,267,334,628,1961,Cda5,Chitin deacetylase-like 5,,,,,,,,,,,2
g10473,1961,1766,1371,1053,1236,1072,1367,917,635,CG42404,0,XP_046446131.1,LOC124195660,integral membrane protein DGCR2/IDD-like isoform X1,,ENSP00000335144.3,XP_026295150.1,ENSMUSP00000111484.3,ENSDARP00000030536.5,XP_037877784.1,XP_021704490.1,10
g9621,1529,1960,1695,781,660,610,1606,1422,991,CG10984,0,XP_046443500.1,LOC124193624,ankyrin repeat domain-containing protein 12-like,,ENSP00000382897.3,XP_006563298.1,ENSMUSP00000039035.6,ENSDARP00000088636.4,XP_037870015.1,XP_021697831.1,5
g14487,1959,1266,955,363,233,193,346,419,280,CG5543,0,XP_046450353.1,LOC124198529,WD repeat-containing protein 70-like,T05H4.14.1,ENSP00000265107.4,XP_393688.2,ENSMUSP00000037340.7,ENSDARP00000156353.1,XP_004926026.1,XP_001653821.1,10
g13644,79,256,366,288,663,169,1958,1398,791,Deaf1,Deformed epidermal autoregulatory factor-1,XP_046450893.1,LOC124198871,zinc finger MYND domain-containing protein 19-like,,ENSP00000298585.2,,ENSMUSP00000028350.4,ENSDARP00000141166.1,,,1
g21104,1267,1321,1247,935,759,1757,1942,1958,1345,CG5599,0,XP_046460100.1,LOC124206344,lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex%2C mitochondrial-like isoform X1,ZK669.4.1,ENSP00000359151.3,XP_624936.3,ENSMUSP00000000349.7,ENSDARP00000137558.1,XP_004926652.1,XP_001660333.1,1
g24606,1496,1958,1666,627,357,222,317,286,165,Wdr82,WD repeat domain 82,XP_046461403.1,LOC124207819,WD repeat-containing protein 82-like,C33H5.7.1,ENSP00000296490.3,XP_026298826.1,ENSMUSP00000020490.6,ENSDARP00000019685.7,NP_001040226.1,XP_001658297.1,8
g20795,1129,1958,1785,794,466,202,566,791,492,,,XP_046458398.1,LOC124205103,transcription initiation factor TFIID subunit 2-like,Y37E11B.4.1,ENSP00000509206.1,XP_393397.5,ENSMUSP00000043733.8,ENSDARP00000139157.1,XP_012553008.2,XP_001664244.2,13
g16786,1587,1957,1661,632,359,212,163,203,146,ytr,yantar,,,,R05D11.7.1,ENSP00000430449.1,XP_016772167.1,,ENSDARP00000051654.4,XP_012544990.2,XP_001661409.1,8
g16667,1209,785,573,297,224,217,1955,1915,1451,CycT,Cyclin T,XP_046451286.1,LOC124199510,cyclin-T2-like isoform X1,F44B9.4a.1,ENSP00000295238.6,XP_006557619.1,ENSMUSP00000108189.2,ENSDARP00000053281.4,XP_037873443.1,XP_021697728.1,1
g18231,847,481,376,477,438,1232,714,1502,1953,CG31145,0,XP_046455628.1,LOC124203088,extracellular serine/threonine protein CG31145-like,H03A11.1.1,ENSP00000322323.5,XP_393996.6,ENSMUSP00000026972.8,ENSDARP00000156101.1,XP_037872622.1,XP_001662441.1,2
g9882,1953,1834,1352,418,190,112,345,577,240,CG3071,0,XP_046444149.1,LOC124194132,U3 small nucleolar RNA-associated protein 15 homolog,Y23H5B.5.1,ENSP00000296792.4,XP_396382.3,ENSMUSP00000048204.3,ENSDARP00000106434.1,XP_004929632.2,XP_001656443.1,10
g3420,846,954,1139,1134,1436,1952,1187,898,476,ND-B14.5A,NADH dehydrogenase (ubiquinone) B14.5 A subunit,XP_046437296.1,LOC124188602,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like,F45H10.3.1,ENSP00000301457.1,XP_001120056.1,ENSMUSP00000039692.7,ENSDARP00000053284.5,XP_004933732.1,XP_001661446.1,16
g499,712,907,934,967,1539,1951,1123,765,401,CanB2,Calcineurin B2,XP_046452775.1,LOC124200547,calcineurin subunit B type 2,F55C10.1a.1,ENSP00000234310.3,XP_623751.2,ENSMUSP00000099944.5,ENSDARP00000091642.2,NP_001037026.1,XP_001660865.1,16
g25217,1406,1950,1818,732,429,241,271,351,238,CG8142,0,XP_046460995.1,LOC124207528,replication factor C subunit 4-like,F31E3.3.1,ENSP00000296273.2,XP_026299680.1,ENSMUSP00000023598.9,ENSDARP00000130135.1,XP_037871553.1,XP_001652243.1,8
g19584,125,324,356,445,752,769,1949,454,520,,,XP_046455117.1,LOC124202755,tubulin-specific chaperone cofactor E-like protein,C52B9.3a.1,ENSP00000403925.2,XP_625182.3,ENSMUSP00000121164.2,ENSDARP00000005877.8,XP_004928336.2,XP_021707616.1,1
g26888,1948,1462,1111,658,656,415,1117,1180,959,slmb,supernumerary limbs,XP_046464232.1,LOC124210013,kinesin-like protein KIF21A,,,,,ENSDARP00000145171.1,,,5
g9324,2,11,15,228,767,473,1510,1948,1712,CalpA,Calpain-A,XP_046444859.1,LOC124194629,calpain-9-like isoform X2,,,,,,XP_037874802.1,XP_021709852.1,14
g20977,1,1,1,0,4,313,735,1946,1358,,,XP_046458618.1,LOC124205285,procathepsin L-like,,,,ENSMUSP00000015664.4,,,,1
g454,525,1148,1125,1115,1199,1466,1837,1945,1765,CG6753,0,XP_046440525.1,LOC124191378,uncharacterized protein LOC124191378,,ENSP00000463476.1,,ENSMUSP00000107625.4,ENSDARP00000013664.7,,,1
g27055,1,0,1,0,1,97,803,1944,1538,,,XP_046464274.1,LOC124210035,chorion peroxidase-like isoform X2,,,,,,,,14
g7420,1752,1942,1607,261,49,44,45,139,120,FLASH,FLICE-associated huge protein,XP_046441866.1,LOC124192554,uncharacterized protein LOC124192554 isoform X1,,,,,,,,8
g2053,137,377,370,294,409,574,1695,848,1942,CG13868,0,XP_046464599.1,LOC124210523,uncharacterized protein LOC124210523,,,XP_006566830.1,,,XP_021202488.1,XP_001657236.2,1
g5491,24,16,7,21,64,126,1942,1214,830,NaCP60E,Na channel protein 60E,XP_046440322.1,LOC124191262,sodium channel protein type 4 subunit alpha-like isoform X1,C54D2.5a.3,ENSP00000390600.2,XP_026298518.1,ENSMUSP00000126528.3,ENSDARP00000138437.2,XP_037873383.1,XP_021697262.1,14
g26576,1942,1495,1094,402,252,212,299,419,340,htt,huntingtin,XP_046463764.1,LOC124209701,nuclear cap-binding protein subunit 3-like,,ENSP00000373657.4,XP_003249693.1,ENSMUSP00000021135.4,ENSDARP00000065503.4,XP_004930478.1,,10
g16119,1941,1168,1141,597,392,228,502,488,434,Miro,Mitochondrial Rho,XP_046451567.1,LOC124199694,uncharacterized protein LOC124199694,,,,,,,,10
g3440,0,0,0,96,108,1755,1298,1940,357,,,,,,,,,,,,,4
g6416,583,1517,1814,1082,1217,1019,1450,1937,1109,CG11200,Carbonyl reductase,XP_046442790.1,LOC124193155,carbonyl reductase [NADPH] 1-like,,ENSP00000290354.5,XP_006564533.2,ENSMUSP00000047712.7,ENSDARP00000024104.8,XP_004926634.1,,7
g13792,1917,1937,1540,492,281,169,558,1016,550,Nup133,Nucleoporin 133kD,XP_046450560.1,LOC124198654,nuclear pore complex protein Nup133-like,C29E4.4.1,ENSP00000261396.3,XP_016770290.2,ENSMUSP00000048084.8,ENSDARP00000023984.8,XP_037876242.1,XP_001662611.1,10
g12074,1936,1729,1314,423,194,117,237,434,282,,,XP_046448485.1,LOC124197210,coiled-coil domain-containing protein 137-like,,,XP_026300986.1,,ENSDARP00000150048.1,XP_004926416.1,XP_021701199.1,10
g3709,1934,1582,1247,527,357,305,1212,1209,1002,ball,ballchen,XP_046458179.1,LOC124204946,serine/threonine-protein kinase VRK1-like isoform X2,F28B12.3.2,ENSP00000504908.1,XP_006567837.2,ENSMUSP00000071922.6,ENSDARP00000045990.6,XP_004927474.1,XP_021693526.1,5
g24383,0,5,12,111,98,188,1783,1934,1299,CG9626,0,XP_046461680.1,LOC124208035,uncharacterized protein LOC124208035,,ENSP00000358717.1,XP_016770960.2,,ENSDARP00000121478.2,XP_037867577.1,XP_021694145.1,14
g22644,1933,1544,1135,245,58,74,177,442,428,lds,lodestar,XP_046456384.1,LOC124203671,transcription termination factor 2-like isoform X1,F54E12.2.2,ENSP00000358478.3,XP_393754.2,ENSMUSP00000076208.6,ENSDARP00000133119.1,XP_037876270.1,XP_021710638.1,10
g23711,0,0,0,193,1933,995,1230,1095,550,bma,black match,XP_046460477.1,LOC124207185,uncharacterized protein LOC124207185 isoform X1,,,,,,,,11
g14752,748,1365,1280,847,730,584,1932,1382,1361,PRL-1,PRL-1 phosphatase,XP_046452986.1,LOC124200724,PRL-1 phosphatase-like,T19D2.2.3,ENSP00000485687.1,XP_016769802.1,ENSMUSP00000132097.2,ENSDARP00000137525.1,XP_037867250.1,XP_021702485.1,7
g14520,194,338,288,162,165,200,1931,682,697,Dyb,Dystrobrevin,XP_046449367.1,LOC124197860,UBA-like domain-containing protein 1,,ENSP00000331298.6,XP_003251327.1,ENSMUSP00000037809.7,ENSDARP00000068499.4,XP_004931479.1,,1
g354,1294,1928,1646,614,381,214,282,324,188,CycC,Cyclin C,XP_046438598.1,LOC124190090,cyclin-C-like,H14E04.5.1,ENSP00000430294.1,XP_395475.2,ENSMUSP00000103875.3,ENSDARP00000017380.7,XP_012544554.1,XP_001663584.2,8
g24149,1559,1927,1683,1044,792,532,767,855,829,spin,spinster,XP_046461980.1,LOC124208261,protein spinster-like,,,,,,,,8
g7181,1101,1834,1927,1447,1918,651,392,570,255,CG10166,0,XP_046441485.1,LOC124192313,dolichol-phosphate mannosyltransferase subunit 1-like,Y66H1A.2a.1,ENSP00000360644.5,XP_392640.1,ENSMUSP00000118776.2,ENSDARP00000150755.1,XP_012546773.1,XP_001660687.1,9
g3437,0,0,0,108,114,1690,1402,1924,354,CG43333,0,XP_046457111.1,LOC124204140,transforming growth factor-beta-induced protein ig-h3-like,,,,,,,,1
g23378,0,0,0,0,0,56,585,1924,588,,,,,,H39E23.3.1,ENSP00000403181.2,XP_026295445.1,ENSMUSP00000147009.2,ENSDARP00000156671.1,XP_012545371.2,,1
g6611,1,0,0,11,200,171,1923,1072,840,CG9005,0,,,,,,,,,,,1
g5961,1731,1923,1717,1001,915,649,639,599,485,CG10375,0,XP_046438752.1,LOC124190214,dnaJ homolog subfamily C member 8-like,Y71F9B.16a.1,ENSP00000263697.4,XP_006558850.1,ENSMUSP00000092242.4,ENSDARP00000131462.1,NP_001266349.1,XP_001650318.1,8
g15386,23,21,31,40,203,263,1921,1069,766,CG6414,0,,,,,,,,,,,4
g2036,1220,1300,1034,651,749,602,1921,1403,953,CG5001,0,XP_046436828.1,LOC124188319,uncharacterized protein LOC124188319 isoform X1,,,,ENSMUSP00000036065.8,,,,1
g2093,658,1372,1413,1243,1504,1404,1920,1514,1079,,,XP_046464522.1,LOC124210476,mitogen-activated protein kinase p38b-like isoform X1,B0218.3.1,ENSP00000229794.4,XP_395384.3,ENSMUSP00000061958.9,ENSDARP00000040146.6,NP_001036996.1,XP_021709976.1,7
g24836,1302,1142,1134,897,874,1093,1574,1919,1625,spin,spinster,XP_046460304.1,LOC124207072,protein spinster-like isoform X6,Y111B2A.19a.1,ENSP00000309945.11,XP_396540.4,ENSMUSP00000032994.9,ENSDARP00000151373.1,XP_004932107.1,XP_021696333.1,1
g17367,1775,1918,1584,733,527,390,743,966,662,Cpsf73,Cleavage and polyadenylation specificity factor 73,XP_046451550.1,LOC124199677,cleavage and polyadenylation specificity factor 73-like,Y67H2A.1.1,ENSP00000238112.3,XP_006563220.1,ENSMUSP00000068148.9,ENSDARP00000040291.5,XP_037873564.1,XP_001652976.1,8
g21041,1918,1781,1588,390,214,160,127,290,242,CG6693,0,XP_046458573.1,LOC124205235,dnaJ homolog subfamily C member 9-like,T24H10.3.1,ENSP00000362041.4,XP_393383.3,ENSMUSP00000022345.7,ENSDARP00000119266.1,XP_012545026.1,XP_001657176.1,10
g23632,3,1,1,3,36,13,17,11,1917,,,,,,,,,,,,,2
g10942,1186,1247,1140,1411,1030,1232,1320,1917,1095,unc-45,uncoordinated 45,XP_046446734.1,LOC124196025,protein unc-45 homolog B-like,F30H5.1.1,ENSP00000378071.2,XP_016770900.1,ENSMUSP00000018989.8,ENSDARP00000137669.1,XP_004926897.2,XP_021704755.1,1
g7129,1916,1534,1441,632,494,255,292,313,226,fl(2)d,female lethal d,XP_046442825.1,LOC124193178,pre-mRNA-splicing regulator WTAP-like isoform X2,,ENSP00000479438.1,XP_006566329.1,ENSMUSP00000007007.8,ENSDARP00000062551.4,XP_004931734.1,XP_021709658.1,10
g2802,1522,1900,1915,1463,1093,999,925,1487,765,CG3702,0,XP_046463066.1,LOC124209187,cleft lip and palate transmembrane protein 1 homolog,C36B7.6.1,ENSP00000336994.4,XP_001122740.5,ENSMUSP00000051293.10,ENSDARP00000156211.1,XP_021203239.2,XP_001652027.2,8
g3463,0,3,7,43,1318,1915,91,655,276,,,XP_046461741.1,LOC124208067,RNA-binding protein FUS-like,,,,,,,,3
g5826,1343,1907,1914,1042,836,478,479,481,293,Tsp3A,Tetraspanin 3A,XP_046439393.1,LOC124190637,tetraspanin-33-like,T14G10.6.1,ENSP00000483872.1,XP_026301239.1,ENSMUSP00000045282.8,ENSDARP00000007865.6,XP_004933037.1,XP_021705035.1,13
g9130,1913,1673,1395,514,293,176,264,373,190,CG4866,0,XP_046444178.1,LOC124194160,U3 small nucleolar ribonucleoprotein protein IMP3-like,C48B6.2.1,ENSP00000385217.1,XP_623809.3,ENSMUSP00000034827.9,ENSDARP00000148639.1,XP_004928693.1,XP_001650598.2,10
g5732,0,3,6,75,164,172,1913,1236,701,CG31690,0,XP_046440105.1,LOC124191136,protein O-mannosyl-transferase TMTC2-like,,,,,,,,1
g3438,0,0,0,95,108,1712,1283,1913,351,,,,,,,,,,,,,4
g16743,1912,1857,1408,595,522,341,1515,1712,1262,Usp15-31,Ubiquitin specific protease 15/31,XP_046451902.1,LOC124199905,uncharacterized protein LOC124199905,,,XP_026300297.1,,,,,5
g22154,1082,1911,1449,258,68,92,606,1325,739,DNApol-epsilon255,DNA polymerase epsilon 255kD subunit,XP_046459649.1,LOC124206065,DNA polymerase epsilon catalytic subunit A-like,F33H2.5.1,ENSP00000322570.5,XP_026299077.1,ENSMUSP00000007296.6,ENSDARP00000075852.5,XP_004923352.2,XP_001662453.2,5
g3730,741,969,837,396,253,182,1198,1911,1361,RhoGAP19D,Rho GTPase activating protein at 19D,XP_046460147.1,LOC124206957,ubiquitin carboxyl-terminal hydrolase 48-like,F30A10.10a.1,ENSP00000309262.9,XP_393474.5,ENSMUSP00000101466.2,ENSDARP00000130019.1,,,1
g17744,997,1911,1698,1063,846,629,753,526,389,CG5902,0,XP_046454196.1,LOC124201973,AMMECR1-like protein,R166.3.1,ENSP00000376726.1,XP_026300234.1,ENSMUSP00000156982.2,ENSDARP00000006365.7,XP_004924718.1,XP_021696658.1,13
g23702,4,0,1,0,0,8,54,637,1911,ChAT,Choline acetyltransferase,XP_046461148.1,LOC124207620,uncharacterized protein LOC124207620,Y38H6C.19.1,,,,,,,2
g2585,1218,1910,1743,806,581,486,572,448,343,CG8031,0,XP_046436773.1,LOC124188293,protein MEMO1-like isoform X1,C37C3.8a.6,ENSP00000385557.1,,ENSMUSP00000156607.2,ENSDARP00000009876.7,XP_004922245.1,XP_001661638.1,8
g22658,1764,1909,1511,739,435,256,580,645,323,CG2972,0,XP_046456402.1,LOC124203679,RNA-binding protein NOB1-like,Y54E10BR.4.1,ENSP00000268802.5,XP_026299124.1,ENSMUSP00000003946.9,ENSDARP00000125998.2,XP_012544927.2,XP_001651182.2,8
g9273,0,1,1,6,118,94,1909,758,359,,,XP_046443976.1,LOC124194014,sodium-dependent nutrient amino acid transporter 1-like,,,,,,,,1
g14000,0,0,0,34,1312,593,58,1908,1359,SRPK,SR Protein Kinase,XP_046449554.1,LOC124197995,uncharacterized protein LOC124197995,,,,,,,,2
g2375,1212,1893,1908,1137,1002,754,583,503,305,Mob4,MOB kinase activator 4,XP_046462825.1,LOC124208995,MOB-like protein phocein,C30A5.3.1,ENSP00000315702.4,XP_394425.2,ENSMUSP00000125415.2,ENSDARP00000072975.4,NP_001040402.1,XP_001656861.1,13
g26514,1907,1335,1531,1264,896,413,432,754,572,,,,,,,,,,ENSDARP00000112549.1,,,8
g19941,1906,1375,1281,610,543,453,832,987,704,,,XP_046457489.1,LOC124204458,pre-mRNA-splicing factor 38B-like,Y108G3AL.2.4,ENSP00000359042.4,XP_026295328.1,ENSMUSP00000029480.9,ENSDARP00000069565.4,XP_004928669.1,,10
g13897,566,1068,903,608,539,524,1906,1298,1187,RhoGAP1A,Rho GTPase activating protein at 1A,XP_046449692.1,LOC124198082,active breakpoint cluster region-related protein-like,,ENSP00000486868.1,XP_006563994.1,ENSMUSP00000104044.4,ENSDARP00000092056.4,XP_012550902.1,XP_021702799.1,1
